,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
10,-0.0009951294629995202,-0.0009963299187619582,-0.0009999759849113716,-0.0009976731047583892,-0.0009960482841378274,-0.0009964641317970432,-0.0009982897153898275,-0.007556157227515916,-0.5727771165002035,-0.6434641165008156,-0.7586782230400836,-0.4556860273268524,-0.9129285361725075,-0.004418146237066455,-0.0009954755416729058,-0.0009968544074207698,-0.000997954436842821,-0.0009979016440892171,-0.0009962726696901452,-0.0009998519280256316,-0.0009982375589587783
11,-0.0009932282185683944,-0.0009979597241950276,-0.0009987796313574706,-0.000995804082444231,-0.000996014879824796,-0.0009976045183505034,-0.0009998482905791083,-0.0009950035616479646,-0.0009997033437733403,-0.3568042095008104,-1.0566924600429604,-1.239055262296038,-0.1846760366522491,-0.2771823419122255,-0.000999877658984541,-0.0009992624655181317,-0.000996982651861744,-0.0009977016943599189,-0.000999322771040373,-0.0009994153236552378,-0.0009974554311240093
12,-0.000995205527131101,-0.0009995734328479221,-0.0009981902629494683,-0.0009997313357345242,-0.0009988095279381323,-0.0009958459505453082,-0.000996514286032168,-0.0009978638187817625,-0.0009973414809938599,-0.0038729520372242643,-0.48379097200986915,-0.547224167829675,-2.2976490103270213,-0.1613987232410219,-0.003649110341527597,-0.0009998295763966976,-0.0009939785362428081,-0.000998563688350286,-0.0009983222894247921,-0.0009984217882569645,-0.0009987086896162472
13,-0.000992227633794959,-0.0009996602678689474,-0.0009995958427143565,-0.0009977872074101474,-0.0009991882819157635,-0.000997126825309457,-0.0009991989736625418,-0.0009996951153227454,-0.000998091260025057,-0.0009964163736879625,-0.0009977435690627723,-0.09352805452253793,-0.14046290649684334,-2.7289274005218647,-0.05806061560639841,-0.0011113549061192132,-0.0009898135320578145,-0.0009981121885448163,-0.000996010918492839,-0.0009973412594541913,-0.0009926215012093348
14,-0.0009993326260485753,-0.000998927287528595,-0.00099597681298757,-0.0009979631563301421,-0.0009980388890708817,-0.0009980540308882815,-0.000994125044163773,-0.0009996846610114305,-0.0009978783114668918,-0.0009955245404546166,-0.000998151800846964,-0.0009996745609707478,-0.004584245197741876,-0.1589771239824182,-5.903831209391208,-0.02944742097082305,-0.0009962973996169014,-0.0009926241606815563,-0.0009980200799752771,-0.0009996654493415135,-0.0009997052908601726
15,-0.0009978404479497461,-0.0009909227461835787,-0.000996155245408546,-0.0009985764119179613,-0.0009992230143900146,-0.000998567289393049,-0.0009946231466214568,-0.0009967520145081907,-0.0009983188414173045,-0.0009986680050792405,-0.0009987661924510908,-0.000996374798426278,-0.000997604091522476,-0.000998727631585868,-0.0315807749507687,-9.402189422560333,-0.009442985020697984,-0.0009970250123562394,-0.000991391217987525,-0.0009982432178342483,-0.0009973653975094182
16,-0.0009964152053586596,-0.0009967271502468878,-0.0009942012971717038,-0.0009988543428044972,-0.0009972687709708624,-0.0009987946209282527,-0.0009987987542937433,-0.0009970356970004219,-0.00099942325341866,-0.0009994795678497821,-0.0009999886176703602,-0.0009960147440528319,-0.0009985578645255403,-0.0009981235697122523,-0.0009957179113811293,-0.020719810946637187,-11.00153129097884,-0.0037810834152902824,-0.0009899611397701823,-0.0009994252874826527,-0.0009982132250683355
17,-0.0009991040471744907,-0.0009983705357834163,-0.0009919248750874603,-0.0009974244575908587,-0.0009949797441141438,-0.0009943665484127484,-0.000999557097954795,-0.00099495230999663,-0.0009990774173270984,-0.0009999134464798178,-0.0009978359243960108,-0.0009964742324175809,-0.0009984816216333247,-0.000999941983665336,-0.0009988972361467871,-0.00099735850415342,-0.007998235371571105,-15.505625008951656,-0.002302133323012172,-0.0009864237181458043,-0.0009887046107076428
18,-0.0009965477316414124,-0.0009946261713256854,-0.000998746501078709,-0.0009956884591437614,-0.0009919796441616336,-0.000996818783313124,-0.0009991278770412027,-0.0009989369150484864,-0.0009979692529198925,-0.000992636061079783,-0.0009998585436406448,-0.0009981979923623097,-0.0009990169901088958,-0.0009988951224969048,-0.0009977624911291798,-0.0009992320896764933,-0.0009996057544656984,-0.007508657406274937,-21.05683548364623,-0.0010956840812549476,-0.0009979856376853432
19,-0.000995292092908919,-0.0009969368092142847,-0.0009962803789644486,-0.0009953554862792598,-0.0009993263006804604,-0.000997426650865419,-0.0009995399535317711,-0.0009976862297269625,-0.0009977335771115716,-0.0009972079248248464,-0.0009954487143223134,-0.0009980429210756294,-0.0009992071900317707,-0.0009994064133360193,-0.0009973336340580558,-0.0009960980313358115,-0.0009954677857693687,-0.0009981986459860481,-0.01964461048121612,-25.947025859473023,-0.0015478527145990897
20,-0.000996542146867575,-0.0009966794336447487,-0.0009964540900995762,-0.0009978825558449418,-0.0009980943971403893,-0.0009948572465298831,-0.0009948322918187735,-0.0009993166097467057,-0.000998102109199811,-0.0009963495293486319,-0.0009995452367931464,-0.0009992812618672164,-0.0009959004339499767,-0.0009940226874075384,-0.0009977717498220603,-0.0009996037211660003,-0.0009989029081591309,-0.0009999908512561264,-0.0009974964899932715,-0.013743891163766677,-28.933603992122645
