,POP,SEED,STEPS,AVERAGE_SPEED,RADIAL_VARIANCE,SCATTER,GROUP_ROTATION,ANGULAR_MOMENTUM,CONVEX_HULL,INVERSE_CONVEX_HULL,H0,H1,H0_MAX,H1_MAX
282,12,12,2501,0.775770059891943,0.026370198173378375,0.009507610327688779,0.24333219625439725,0.026436322566140206,2454.880488057634,1003.3100330357735,1.7,0.0,30.235627841949462,0.0
283,12,12,2501,0.2336060617348413,0.34826552849646825,0.045047444187224735,-0.02252453307605521,-0.0040072204200138515,9119.914875142294,3668.388618679239,1.0,0.0,19.138924598693848,0.0
284,12,12,2501,0.22390720841473283,0.4778685033463796,0.045964987558192866,0.006163230252246621,0.010543676441226614,12892.901880858959,241.49941986060702,1.0,0.0,19.590188217163085,0.0
285,12,12,2501,0.20792377442054796,0.29237170031757004,0.10432336460696469,-0.009144998697983863,-0.007118735338149219,20459.874777019726,12383.054183825076,0.0,0.0,0.0,0.0
286,12,12,2501,0.37839290567418016,0.11648747483260535,0.050057029490550825,0.024409826259064547,0.0032767559541652734,6364.431741330749,3885.3798107534135,0.0,0.0,0.0,0.0
287,12,12,2501,0.37839290567418016,0.11648747483260535,0.050057029490550825,0.024409826259064547,0.0032767559541652734,6364.431741330749,3885.3798107534135,0.0,0.0,0.0,0.0
288,12,12,2501,0.7498129035096679,0.09633230401232509,0.019120601563875173,-0.46907717116195463,-0.06176264627364981,7007.727896430005,1524.649092838997,0.3,0.0,15.1471378326416,0.0
289,12,12,2501,0.7142413693916633,0.05553595711181443,0.017932082871010325,-0.48676930898490717,-0.07302938645493585,6385.805937894844,2875.9258049406067,1.0,0.0,54.73118362426758,0.0
290,12,12,2501,0.8979184883330855,0.11021246851727988,0.03722104924920393,-0.7562895051907569,-0.1588939878702267,14742.714931630208,8126.611094631213,2.7,0.0,102.52616424560547,0.0
291,12,12,2501,1.242787723349548,0.1770079098356805,0.0847932226652474,-0.6271625705731494,-0.21484785238614254,32590.942333635496,15656.964844404645,1.0,0.0,176.08040466308594,0.0
292,12,12,2501,1.3040056128175368,0.12062722471387607,0.04292378878168754,-0.9724117947739299,-0.20210368164901074,19161.0828863167,7266.424665586322,1.0,0.0,71.20636825561523,0.0
293,12,12,2501,0.7117840651226132,0.0296497915855415,0.0067759079108342946,-0.3670394171567306,-0.045710380014893796,3151.162896682207,417.76389663376847,0.9,0.0,20.360134315490722,0.0
294,12,12,2501,1.0341209938318474,0.03983435503894403,0.014291689532733637,-0.699526675698041,-0.09543452374914749,5743.419774822268,2674.182115580081,0.0,0.0,0.0,0.0
295,12,12,2501,1.0338112540178839,0.05556587963797681,0.01873006291690438,-0.7631761669876369,-0.10952138651968286,7071.769702443582,2511.249566151825,1.1,0.0,55.438711929321286,0.0
296,12,12,2501,0.7453699448269971,0.022771653247784657,0.005766319354328019,-0.5368845933671791,-0.05202430204437816,2554.271220190543,563.2772299808365,1.9,0.0,23.36399040222168,0.0
297,12,12,2501,0.7325523732593533,0.026189740825993194,0.007051197473200627,-0.44755253937569167,-0.05218692089363519,3113.785608464164,689.1535506550991,1.9,0.0,36.59196529388428,0.0
298,12,12,2501,0.596847488048929,0.03306881461891657,0.006835184541965239,-0.3695795090892193,-0.043724299340222456,2565.261945905187,419.7876843751612,1.9,0.0,16.567873764038087,0.0
299,12,13,2501,1.397203350130547,0.12677771158246393,0.04899161095914603,-0.9522630953966936,-0.20716382107662676,17490.600740757833,8818.75429361098,1.0,0.0,82.36514205932617,0.0
300,12,13,2501,1.6904558798918243,0.5448897089316743,0.1810984132500167,-1.114830092701245,-0.4899497038232383,84146.70753798872,23352.051175211716,2.0,0.0,165.0709014892578,0.0
301,12,13,2501,1.5430448355655537,0.11169011944542523,0.07044234360560042,-1.1764568018141537,-0.3215353089349653,26039.59895319073,12007.78653906125,0.8,0.0,42.144417190551756,0.0
302,12,13,2501,0.2397193665699332,0.1265920745581025,0.047071500124474266,-0.0016215284555855258,0.0005227603416565133,11903.894282616495,7756.941504348672,0.7,0.0,45.345397567749025,0.0
303,12,13,2501,0.5545093172911973,0.021897069974763404,0.006171768701546772,0.05781480006691573,0.008142190584971514,2395.8892697308215,588.2866051165521,1.5,0.0,21.4088716506958,0.0
304,12,13,2501,0.24149402728200667,0.009644679305686969,0.0033828759434870325,0.03890661516675663,0.002972688642738848,1552.727932817158,380.36307637951046,2.0,0.0,16.350395011901856,0.0
305,12,13,2501,0.7513572210682231,0.017026674670959478,0.0054073387770690465,0.3256246638185597,0.01940254913796108,1859.337892863191,454.21801726255796,1.1,0.0,25.12363471984863,0.0
306,12,13,2501,0.20666940555091795,0.09971949173806456,0.015677603753472925,0.01782510757502434,0.003132935431627593,4301.064017827031,2356.898361251688,0.7,0.0,10.171268081665039,0.0
307,12,13,2501,0.23302747265758902,0.09851493376214275,0.013108244675791181,-0.05787765966214346,-0.009390757856793741,5222.506620059116,509.4241893216642,3.0,0.0,20.291524124145507,0.0
308,12,13,2501,0.28842316027077286,0.6290630314626022,0.12162958281868336,0.020380216111331277,0.009833923011426191,35918.33724671738,15058.511228949097,0.0,0.0,0.0,0.0
