,0,1,2,3,4,5,6,7,8,9,10,11,12
183,4,33,10001,172.8937084037065,1.0,67.0,67.0,67.0,-1.0,-1.0,-1.0,-1.0,-1.0
184,4,34,10001,191.36979635006327,1.0,1704.0,1704.0,1704.0,-1.0,-1.0,-1.0,-1.0,-1.0
185,4,35,10001,195.5314748759734,1.0,410.0,410.0,410.0,-1.0,-1.0,-1.0,-1.0,-1.0
186,4,36,10001,121.50416770727908,2.0,644.0,644.0,644.0,645.0,-1.0,-1.0,-1.0,-1.0
187,4,37,3372,16.651667627734028,4.0,271.0,271.0,271.0,1128.0,3372.0,3372.0,3372.0,3372.0
188,4,38,10001,40.67125228385046,3.0,188.0,188.0,188.0,367.0,-1.0,-1.0,-1.0,-1.0
189,4,39,10001,116.46887028886125,2.0,441.0,441.0,441.0,462.0,-1.0,-1.0,-1.0,-1.0
190,4,40,10001,105.7556533707848,2.0,1938.0,1938.0,1938.0,5256.0,-1.0,-1.0,-1.0,-1.0
191,4,41,10001,79.37074229545982,3.0,87.0,87.0,87.0,152.0,-1.0,-1.0,-1.0,-1.0
192,4,42,3565,33.6273059930285,4.0,640.0,640.0,640.0,640.0,3565.0,3565.0,3565.0,3565.0
193,4,43,10001,52.55951625499968,3.0,1623.0,1623.0,1623.0,3470.0,-1.0,-1.0,-1.0,-1.0
194,4,44,10001,128.51910140114768,2.0,278.0,278.0,278.0,6398.0,-1.0,-1.0,-1.0,-1.0
195,4,45,4694,30.85553151364432,4.0,1380.0,1380.0,1380.0,1382.0,4694.0,4694.0,4694.0,4694.0
196,4,46,10001,99.97143570636874,2.0,55.0,55.0,55.0,4338.0,-1.0,-1.0,-1.0,-1.0
197,4,47,10001,105.58335805774546,2.0,320.0,320.0,320.0,691.0,-1.0,-1.0,-1.0,-1.0
198,4,48,10001,168.71738977079832,1.0,4269.0,4269.0,4269.0,-1.0,-1.0,-1.0,-1.0,-1.0
199,4,49,10001,141.92828675884468,1.0,6243.0,6243.0,6243.0,-1.0,-1.0,-1.0,-1.0,-1.0
200,5,0,1372,45.09803584530652,5.0,54.0,54.0,1348.0,1348.0,1349.0,1372.0,1372.0,1372.0
201,5,1,7384,19.725083104753338,5.0,96.0,96.0,1698.0,1700.0,6878.0,7384.0,7384.0,7384.0
202,5,2,7496,28.575742576427256,5.0,62.0,62.0,128.0,2886.0,3738.0,7496.0,7496.0,7496.0
203,5,3,10001,53.27726944884076,4.0,997.0,997.0,1040.0,1746.0,1788.0,-1.0,-1.0,-1.0
204,5,4,2752,24.217929615416082,5.0,1400.0,1400.0,1400.0,1857.0,1881.0,2752.0,2752.0,2752.0
205,5,5,10001,61.407303860646095,4.0,78.0,78.0,758.0,4831.0,9641.0,-1.0,-1.0,-1.0
206,5,6,1272,47.52732625086439,5.0,200.0,200.0,1179.0,1203.0,1251.0,1272.0,1272.0,1272.0
207,5,7,6402,24.611417808746708,5.0,453.0,453.0,613.0,1579.0,5253.0,6402.0,6402.0,6402.0
208,5,8,10001,114.83764142895423,3.0,410.0,410.0,2285.0,2630.0,-1.0,-1.0,-1.0,-1.0
209,5,9,10001,52.45555518343827,4.0,708.0,708.0,741.0,2173.0,4483.0,-1.0,-1.0,-1.0
210,5,10,10001,63.49487556104687,4.0,243.0,243.0,737.0,1248.0,1272.0,-1.0,-1.0,-1.0
211,5,11,10001,106.60266547435296,3.0,1010.0,1010.0,1794.0,4121.0,-1.0,-1.0,-1.0,-1.0
212,5,12,10001,39.519704693878325,4.0,152.0,152.0,781.0,1038.0,4325.0,-1.0,-1.0,-1.0
213,5,13,6884,26.843345085776033,5.0,1744.0,1744.0,2761.0,2761.0,4956.0,6884.0,6884.0,6884.0
214,5,14,10001,92.36378389022026,3.0,402.0,402.0,1015.0,4112.0,-1.0,-1.0,-1.0,-1.0
215,5,15,10001,133.2052293108481,3.0,207.0,207.0,273.0,300.0,-1.0,-1.0,-1.0,-1.0
216,5,16,10001,61.14106835381345,4.0,463.0,463.0,4604.0,7277.0,7313.0,-1.0,-1.0,-1.0
217,5,17,10001,140.66643466968492,2.0,351.0,351.0,2552.0,-1.0,-1.0,-1.0,-1.0,-1.0
218,5,18,10001,62.483812147964294,4.0,407.0,407.0,627.0,869.0,8828.0,-1.0,-1.0,-1.0
219,5,19,10001,59.08310233536979,4.0,406.0,406.0,541.0,577.0,1285.0,-1.0,-1.0,-1.0
220,5,20,10001,193.13282607198084,1.0,8259.0,8259.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
221,5,21,624,37.120251308978006,5.0,134.0,134.0,159.0,208.0,471.0,624.0,624.0,624.0
222,5,22,10001,164.67178533725178,2.0,755.0,755.0,7491.0,-1.0,-1.0,-1.0,-1.0,-1.0
223,5,23,10001,44.65574155293608,4.0,167.0,167.0,394.0,419.0,5736.0,-1.0,-1.0,-1.0
224,5,24,10001,71.7704828149102,4.0,761.0,761.0,762.0,1909.0,4517.0,-1.0,-1.0,-1.0
225,5,25,3158,28.15347462400478,5.0,748.0,748.0,757.0,758.0,1971.0,3158.0,3158.0,3158.0
226,5,26,10001,59.11806184756696,4.0,2962.0,2962.0,2963.0,3983.0,6390.0,-1.0,-1.0,-1.0
227,5,27,10001,58.51793426671239,4.0,890.0,890.0,1735.0,4502.0,6025.0,-1.0,-1.0,-1.0
228,5,28,10001,67.83253958111895,4.0,1.0,1.0,1496.0,1499.0,2808.0,-1.0,-1.0,-1.0
229,5,29,10001,105.37162811276383,3.0,322.0,322.0,359.0,5669.0,-1.0,-1.0,-1.0,-1.0
230,5,30,10001,110.92289187925807,3.0,347.0,347.0,350.0,5023.0,-1.0,-1.0,-1.0,-1.0
231,5,31,10001,63.02338783598948,4.0,1418.0,1418.0,3408.0,3412.0,6717.0,-1.0,-1.0,-1.0
232,5,32,10001,94.13563816976585,3.0,1922.0,1922.0,2956.0,6492.0,-1.0,-1.0,-1.0,-1.0
233,5,33,10001,105.87057262590868,3.0,90.0,90.0,2018.0,3141.0,-1.0,-1.0,-1.0,-1.0
234,5,34,10001,64.07311353794955,4.0,582.0,582.0,1087.0,1099.0,4249.0,-1.0,-1.0,-1.0
235,5,35,10001,159.15601594570282,2.0,1565.0,1565.0,2238.0,-1.0,-1.0,-1.0,-1.0,-1.0
